6222,MEDIUM,< 2 years,RENT,MEDIUM,debt_consolidation,HIGH,LOW,NO MORE THAN 2 YEARS AGO,FEW,NO,HIGH,NO
6224,HIGH,< 2 years,RENT,HIGH,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,FEW,NO,HIGH,NO
6231,MEDIUM,< 2 years,RENT,MEDIUM,debt_consolidation,LOW,LOW,NO,IN PAST 2 YEARS,AVERAGE,NO,MEDIUM,NO
6239,MEDIUM,10+ years,RENT,HIGH,debt_consolidation,HIGH,AVERAGE,NO,NEVER,AVERAGE,NO,MEDIUM,NO
6242,LOW,6 - 9 years,MORTGAGE,HIGH,other,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,HIGH,NO
6245,HIGH,2 - 5 years,RENT,MEDIUM,small_business,HIGH,LOW,NO,IN PAST 2 YEARS,AVERAGE,NO,HIGH,NO
6247,HIGH,6 - 9 years,OWN,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,HIGH,NO
6248,HIGH,10+ years,OWN,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
6253,MEDIUM,< 2 years,RENT,MEDIUM,other,LOW,AVERAGE,YES,NEVER,FEW,NO,MEDIUM,NO
6255,MEDIUM,< 2 years,RENT,LOW,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,FEW,NO,MEDIUM,NO
6257,HIGH,10+ years,MORTGAGE,LOW,small_business,LOW,HIGH,YES,NEVER,AVERAGE,NO,LOW,NO
6258,MEDIUM,10+ years,MORTGAGE,HIGH,credit_card,LOW,AVERAGE,YES MORE THAN 2 YEARS AGO,FEW,NO,MEDIUM,NO
6259,HIGH,10+ years,RENT,HIGH,debt_consolidation,AVERAGE,LOW,YES MORE THAN 2 YEARS AGO,MANY,NO,HIGH,NO
6261,LOW,10+ years,MORTGAGE,MEDIUM,other,HIGH,AVERAGE,YES,NEVER,FEW,NO,MEDIUM,NO
6264,LOW,2 - 5 years,RENT,MEDIUM,other,AVERAGE,HIGH,YES,NEVER,AVERAGE,NO,LOW,NO
6266,MEDIUM,10+ years,MORTGAGE,HIGH,debt_consolidation,AVERAGE,HIGH,YES,NEVER,MANY,NO,LOW,NO
6269,LOW,6 - 9 years,MORTGAGE,LOW,debt_consolidation,HIGH,AVERAGE,YES,IN PAST 2 YEARS,FEW,NO,MEDIUM,NO
6270,LOW,< 2 years,RENT,MEDIUM,debt_consolidation,LOW,LOW,NO,NEVER,AVERAGE,NO,HIGH,NO
6272,HIGH,2 - 5 years,RENT,MEDIUM,debt_consolidation,HIGH,HIGH,YES,NEVER,MANY,NO,MEDIUM,NO
6275,HIGH,10+ years,MORTGAGE,MEDIUM,debt_consolidation,HIGH,AVERAGE,YES,NEVER,AVERAGE,NO,HIGH,NO
6279,HIGH,10+ years,MORTGAGE,HIGH,credit_card,AVERAGE,AVERAGE,NO,NEVER,MANY,NO,MEDIUM,NO
6281,LOW,2 - 5 years,RENT,LOW,other,AVERAGE,AVERAGE,YES MORE THAN 2 YEARS AGO,FEW,NO,MEDIUM,NO
6286,HIGH,2 - 5 years,RENT,HIGH,debt_consolidation,AVERAGE,HIGH,NO,NEVER,AVERAGE,NO,LOW,NO
6287,MEDIUM,10+ years,RENT,MEDIUM,debt_consolidation,HIGH,AVERAGE,NO,NEVER,MANY,NO,MEDIUM,NO
6288,MEDIUM,10+ years,MORTGAGE,HIGH,debt_consolidation,LOW,AVERAGE,NO MORE THAN 2 YEARS AGO,AVERAGE,NO,MEDIUM,NO
6293,MEDIUM,2 - 5 years,RENT,MEDIUM,debt_consolidation,HIGH,AVERAGE,NO,NEVER,AVERAGE,NO,MEDIUM,NO
6298,LOW,< 2 years,RENT,MEDIUM,other,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
6299,HIGH,2 - 5 years,RENT,HIGH,debt_consolidation,LOW,HIGH,NO,NEVER,AVERAGE,NO,LOW,NO
6300,LOW,10+ years,MORTGAGE,LOW,debt_consolidation,LOW,LOW,NO MORE THAN 2 YEARS AGO,FEW,NO,HIGH,NO
6301,MEDIUM,2 - 5 years,MORTGAGE,LOW,debt_consolidation,AVERAGE,AVERAGE,YES,IN PAST 2 YEARS,MANY,NO,MEDIUM,NO
6302,LOW,2 - 5 years,MORTGAGE,HIGH,home_improvement,AVERAGE,AVERAGE,NO,NEVER,MANY,YES,HIGH,YES
6303,LOW,2 - 5 years,MORTGAGE,MEDIUM,debt_consolidation,HIGH,AVERAGE,YES,NEVER,MANY,NO,LOW,NO
6304,MEDIUM,10+ years,RENT,MEDIUM,other,HIGH,HIGH,YES,NEVER,AVERAGE,NO,LOW,NO
6307,MEDIUM,10+ years,MORTGAGE,MEDIUM,medical,LOW,HIGH,YES,NEVER,AVERAGE,NO,LOW,NO
6309,HIGH,10+ years,RENT,HIGH,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
6321,HIGH,10+ years,MORTGAGE,HIGH,debt_consolidation,HIGH,LOW,NO,NEVER,MANY,NO,HIGH,NO
6329,HIGH,10+ years,MORTGAGE,MEDIUM,debt_consolidation,AVERAGE,HIGH,NO,NEVER,AVERAGE,NO,LOW,NO
6332,HIGH,< 2 years,RENT,LOW,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,MANY,NO,MEDIUM,NO
6333,HIGH,6 - 9 years,MORTGAGE,HIGH,other,AVERAGE,AVERAGE,NO,NEVER,FEW,NO,HIGH,NO
6334,MEDIUM,2 - 5 years,RENT,MEDIUM,credit_card,AVERAGE,LOW,NO,IN PAST 2 YEARS,AVERAGE,NO,HIGH,NO
6336,MEDIUM,10+ years,MORTGAGE,HIGH,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,HIGH,NO
6338,HIGH,6 - 9 years,RENT,MEDIUM,medical,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,MEDIUM,NO
6340,MEDIUM,6 - 9 years,RENT,HIGH,debt_consolidation,AVERAGE,AVERAGE,YES MORE THAN 2 YEARS AGO,MANY,NO,MEDIUM,NO
6349,HIGH,2 - 5 years,OWN,HIGH,home_improvement,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,LOW,NO
6351,HIGH,6 - 9 years,MORTGAGE,HIGH,credit_card,AVERAGE,AVERAGE,NO,IN PAST 2 YEARS,MANY,NO,MEDIUM,NO
6363,MEDIUM,6 - 9 years,RENT,HIGH,debt_consolidation,HIGH,AVERAGE,NO,NEVER,MANY,NO,MEDIUM,NO
6369,HIGH,< 2 years,OWN,MEDIUM,credit_card,HIGH,AVERAGE,YES,NEVER,AVERAGE,NO,HIGH,NO
6377,HIGH,10+ years,MORTGAGE,HIGH,debt_consolidation,AVERAGE,HIGH,NO,NEVER,AVERAGE,NO,MEDIUM,NO
6378,MEDIUM,6 - 9 years,MORTGAGE,LOW,debt_consolidation,AVERAGE,LOW,YES MORE THAN 2 YEARS AGO,AVERAGE,NO,HIGH,NO
6380,HIGH,2 - 5 years,MORTGAGE,LOW,debt_consolidation,AVERAGE,HIGH,YES,NEVER,AVERAGE,NO,LOW,NO
6385,MEDIUM,10+ years,MORTGAGE,HIGH,credit_card,LOW,HIGH,YES,NEVER,AVERAGE,NO,MEDIUM,NO
6389,HIGH,6 - 9 years,MORTGAGE,HIGH,debt_consolidation,HIGH,HIGH,YES MORE THAN 2 YEARS AGO,AVERAGE,NO,LOW,NO
6403,HIGH,10+ years,RENT,HIGH,debt_consolidation,HIGH,AVERAGE,NO,NEVER,FEW,NO,HIGH,NO
6405,MEDIUM,2 - 5 years,RENT,HIGH,debt_consolidation,LOW,AVERAGE,YES,NEVER,FEW,NO,LOW,NO
6412,MEDIUM,2 - 5 years,RENT,LOW,other,LOW,AVERAGE,NO,NEVER,FEW,NO,HIGH,NO
6416,HIGH,unemployed,MORTGAGE,MEDIUM,debt_consolidation,HIGH,AVERAGE,YES,NEVER,AVERAGE,YES,MEDIUM,YES
6435,LOW,< 2 years,MORTGAGE,LOW,debt_consolidation,LOW,HIGH,YES,NEVER,AVERAGE,NO,LOW,NO
6438,HIGH,10+ years,MORTGAGE,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,MEDIUM,NO
6440,MEDIUM,10+ years,OWN,LOW,credit_card,AVERAGE,AVERAGE,NO,NEVER,FEW,NO,HIGH,NO
6442,HIGH,6 - 9 years,MORTGAGE,HIGH,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,YES,MEDIUM,YES
6448,HIGH,10+ years,RENT,HIGH,credit_card,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,HIGH,NO
6454,MEDIUM,6 - 9 years,OWN,HIGH,debt_consolidation,AVERAGE,AVERAGE,YES MORE THAN 2 YEARS AGO,MANY,NO,MEDIUM,NO
6455,HIGH,< 2 years,RENT,MEDIUM,debt_consolidation,HIGH,AVERAGE,YES,IN PAST 2 YEARS,MANY,NO,LOW,NO
6460,LOW,10+ years,MORTGAGE,LOW,car,HIGH,AVERAGE,NO,NEVER,FEW,YES,HIGH,YES
6464,LOW,2 - 5 years,RENT,LOW,debt_consolidation,HIGH,AVERAGE,NO MORE THAN 2 YEARS AGO,AVERAGE,NO,MEDIUM,NO
6466,HIGH,2 - 5 years,MORTGAGE,HIGH,debt_consolidation,AVERAGE,AVERAGE,YES MORE THAN 2 YEARS AGO,MANY,NO,MEDIUM,NO
6475,MEDIUM,2 - 5 years,MORTGAGE,HIGH,medical,HIGH,AVERAGE,NO,NEVER,MANY,NO,MEDIUM,NO
6480,HIGH,6 - 9 years,MORTGAGE,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,HIGH,NO
6481,HIGH,10+ years,MORTGAGE,HIGH,home_improvement,LOW,HIGH,NO,NEVER,MANY,NO,LOW,NO
6482,LOW,2 - 5 years,RENT,MEDIUM,debt_consolidation,AVERAGE,HIGH,NO,NEVER,AVERAGE,NO,LOW,NO
6489,LOW,< 2 years,RENT,LOW,medical,AVERAGE,AVERAGE,YES MORE THAN 2 YEARS AGO,FEW,YES,LOW,NO
6490,HIGH,10+ years,MORTGAGE,MEDIUM,credit_card,AVERAGE,HIGH,YES,NEVER,AVERAGE,NO,MEDIUM,NO
6495,MEDIUM,< 2 years,MORTGAGE,LOW,credit_card,HIGH,AVERAGE,YES,NEVER,AVERAGE,NO,HIGH,NO
6497,MEDIUM,10+ years,RENT,MEDIUM,small_business,HIGH,AVERAGE,NO,NEVER,AVERAGE,NO,MEDIUM,NO
6498,MEDIUM,10+ years,MORTGAGE,HIGH,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,FEW,NO,HIGH,NO
6499,LOW,10+ years,OWN,MEDIUM,other,HIGH,HIGH,YES,NEVER,MANY,NO,LOW,NO
6503,HIGH,10+ years,OWN,HIGH,other,AVERAGE,AVERAGE,NO MORE THAN 2 YEARS AGO,MANY,NO,HIGH,NO
6504,MEDIUM,10+ years,MORTGAGE,MEDIUM,debt_consolidation,LOW,AVERAGE,NO,IN PAST 2 YEARS,FEW,NO,MEDIUM,NO
6507,LOW,2 - 5 years,RENT,MEDIUM,debt_consolidation,AVERAGE,LOW,NO MORE THAN 2 YEARS AGO,FEW,NO,LOW,NO
6509,MEDIUM,2 - 5 years,RENT,MEDIUM,credit_card,HIGH,AVERAGE,NO,NEVER,AVERAGE,NO,MEDIUM,NO
6510,MEDIUM,6 - 9 years,RENT,LOW,debt_consolidation,HIGH,AVERAGE,YES,NEVER,MANY,NO,MEDIUM,NO
6511,HIGH,2 - 5 years,MORTGAGE,HIGH,debt_consolidation,HIGH,LOW,YES,NEVER,MANY,NO,HIGH,NO
6519,LOW,2 - 5 years,OWN,MEDIUM,debt_consolidation,HIGH,LOW,NO MORE THAN 2 YEARS AGO,AVERAGE,NO,MEDIUM,NO
6520,MEDIUM,2 - 5 years,RENT,MEDIUM,debt_consolidation,LOW,AVERAGE,YES,NEVER,MANY,NO,LOW,NO
6524,HIGH,< 2 years,MORTGAGE,MEDIUM,small_business,AVERAGE,AVERAGE,NO,IN PAST 2 YEARS,MANY,NO,LOW,NO
6526,MEDIUM,6 - 9 years,RENT,MEDIUM,car,LOW,AVERAGE,NO,IN PAST 2 YEARS,FEW,NO,LOW,NO
6529,HIGH,10+ years,MORTGAGE,HIGH,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,MANY,NO,MEDIUM,NO
6535,MEDIUM,< 2 years,RENT,LOW,medical,HIGH,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
6540,MEDIUM,10+ years,MORTGAGE,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,FEW,NO,HIGH,NO
6543,MEDIUM,6 - 9 years,MORTGAGE,LOW,debt_consolidation,HIGH,AVERAGE,YES,IN PAST 2 YEARS,MANY,NO,MEDIUM,NO
6556,LOW,2 - 5 years,RENT,MEDIUM,other,AVERAGE,LOW,NO,NEVER,AVERAGE,NO,HIGH,NO
6557,MEDIUM,6 - 9 years,MORTGAGE,MEDIUM,debt_consolidation,HIGH,AVERAGE,YES,NEVER,MANY,NO,HIGH,NO
6558,HIGH,10+ years,RENT,HIGH,major_purchase,HIGH,AVERAGE,YES MORE THAN 2 YEARS AGO,AVERAGE,NO,HIGH,NO
6559,HIGH,6 - 9 years,MORTGAGE,MEDIUM,other,AVERAGE,HIGH,NO,NEVER,AVERAGE,NO,LOW,NO
6562,HIGH,6 - 9 years,MORTGAGE,HIGH,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,MANY,NO,MEDIUM,NO
6568,LOW,2 - 5 years,MORTGAGE,LOW,credit_card,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
6571,MEDIUM,< 2 years,RENT,LOW,debt_consolidation,HIGH,AVERAGE,YES,NEVER,FEW,NO,HIGH,NO
6574,HIGH,< 2 years,MORTGAGE,HIGH,house,AVERAGE,AVERAGE,YES,IN PAST 2 YEARS,AVERAGE,NO,LOW,NO
6575,LOW,10+ years,RENT,MEDIUM,renewable_energy,AVERAGE,HIGH,NO,NEVER,FEW,NO,MEDIUM,NO
6577,MEDIUM,10+ years,MORTGAGE,MEDIUM,debt_consolidation,HIGH,HIGH,YES,NEVER,AVERAGE,NO,MEDIUM,NO
6585,LOW,2 - 5 years,RENT,HIGH,debt_consolidation,HIGH,AVERAGE,NO,NEVER,MANY,NO,HIGH,NO
6596,HIGH,10+ years,MORTGAGE,HIGH,credit_card,AVERAGE,AVERAGE,YES,NEVER,MANY,YES,MEDIUM,YES
6597,LOW,2 - 5 years,MORTGAGE,HIGH,debt_consolidation,LOW,AVERAGE,YES,NEVER,AVERAGE,NO,HIGH,NO
6605,HIGH,6 - 9 years,MORTGAGE,HIGH,home_improvement,LOW,AVERAGE,YES,IN PAST 2 YEARS,FEW,NO,LOW,NO
6614,HIGH,10+ years,MORTGAGE,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,YES,IN PAST 2 YEARS,AVERAGE,NO,LOW,NO
6619,MEDIUM,6 - 9 years,OWN,MEDIUM,small_business,AVERAGE,AVERAGE,NO,IN PAST 2 YEARS,FEW,NO,MEDIUM,NO
6621,LOW,10+ years,RENT,LOW,debt_consolidation,AVERAGE,AVERAGE,NO,IN PAST 2 YEARS,FEW,NO,MEDIUM,NO
6623,MEDIUM,10+ years,MORTGAGE,MEDIUM,debt_consolidation,HIGH,AVERAGE,YES,NEVER,AVERAGE,NO,HIGH,NO
6624,MEDIUM,< 2 years,RENT,MEDIUM,credit_card,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,MEDIUM,NO
6635,LOW,6 - 9 years,OWN,MEDIUM,wedding,LOW,AVERAGE,YES MORE THAN 2 YEARS AGO,AVERAGE,NO,MEDIUM,NO
6637,HIGH,10+ years,MORTGAGE,HIGH,debt_consolidation,LOW,HIGH,NO,NEVER,AVERAGE,NO,LOW,NO
6646,MEDIUM,10+ years,RENT,MEDIUM,debt_consolidation,HIGH,AVERAGE,YES,NEVER,FEW,NO,MEDIUM,NO
6652,LOW,< 2 years,RENT,LOW,credit_card,HIGH,LOW,YES,NEVER,FEW,NO,MEDIUM,NO
6656,MEDIUM,10+ years,OWN,MEDIUM,house,LOW,LOW,NO,NEVER,FEW,NO,MEDIUM,NO
6664,MEDIUM,2 - 5 years,MORTGAGE,MEDIUM,debt_consolidation,AVERAGE,LOW,NO,IN PAST 2 YEARS,AVERAGE,NO,MEDIUM,NO
6671,HIGH,2 - 5 years,MORTGAGE,MEDIUM,small_business,LOW,HIGH,NO,NEVER,FEW,NO,LOW,NO
6672,HIGH,< 2 years,RENT,HIGH,debt_consolidation,AVERAGE,HIGH,YES,NEVER,AVERAGE,NO,MEDIUM,NO
6674,HIGH,10+ years,MORTGAGE,MEDIUM,debt_consolidation,HIGH,AVERAGE,NO,IN PAST 2 YEARS,AVERAGE,NO,MEDIUM,NO
6676,HIGH,10+ years,MORTGAGE,HIGH,debt_consolidation,AVERAGE,AVERAGE,NO MORE THAN 2 YEARS AGO,MANY,NO,HIGH,NO
6679,LOW,10+ years,MORTGAGE,MEDIUM,other,HIGH,AVERAGE,YES,NEVER,MANY,NO,MEDIUM,NO
6680,HIGH,< 2 years,MORTGAGE,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,MANY,NO,MEDIUM,NO
6681,HIGH,2 - 5 years,MORTGAGE,MEDIUM,debt_consolidation,HIGH,AVERAGE,YES,NEVER,MANY,NO,HIGH,NO
6682,MEDIUM,10+ years,MORTGAGE,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,LOW,NO
6686,MEDIUM,< 2 years,RENT,MEDIUM,car,AVERAGE,AVERAGE,NO,IN PAST 2 YEARS,AVERAGE,NO,LOW,NO
6690,MEDIUM,unemployed,MORTGAGE,LOW,credit_card,LOW,HIGH,YES,NEVER,FEW,NO,MEDIUM,NO
6691,MEDIUM,2 - 5 years,OWN,LOW,credit_card,HIGH,LOW,NO MORE THAN 2 YEARS AGO,AVERAGE,NO,MEDIUM,NO
6692,MEDIUM,< 2 years,RENT,HIGH,wedding,AVERAGE,LOW,YES MORE THAN 2 YEARS AGO,MANY,NO,LOW,NO
6696,HIGH,< 2 years,RENT,HIGH,credit_card,AVERAGE,AVERAGE,NO MORE THAN 2 YEARS AGO,FEW,NO,MEDIUM,NO
6704,LOW,2 - 5 years,MORTGAGE,LOW,other,LOW,AVERAGE,YES,NEVER,MANY,NO,MEDIUM,NO
6707,MEDIUM,2 - 5 years,OWN,LOW,debt_consolidation,LOW,HIGH,YES,NEVER,FEW,NO,MEDIUM,NO
6708,MEDIUM,2 - 5 years,MORTGAGE,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,MANY,NO,MEDIUM,NO
6712,HIGH,2 - 5 years,MORTGAGE,HIGH,debt_consolidation,HIGH,AVERAGE,NO,NEVER,MANY,NO,HIGH,NO
6717,MEDIUM,2 - 5 years,MORTGAGE,HIGH,medical,LOW,HIGH,NO,NEVER,MANY,NO,MEDIUM,NO
6720,LOW,10+ years,RENT,LOW,credit_card,LOW,HIGH,YES,NEVER,FEW,NO,LOW,NO
6729,MEDIUM,10+ years,RENT,HIGH,vacation,AVERAGE,HIGH,NO,NEVER,AVERAGE,NO,MEDIUM,NO
6735,MEDIUM,< 2 years,RENT,MEDIUM,other,LOW,HIGH,YES,NEVER,MANY,NO,LOW,NO
6737,MEDIUM,10+ years,MORTGAGE,MEDIUM,house,AVERAGE,HIGH,YES,IN PAST 2 YEARS,MANY,NO,LOW,NO
6740,LOW,2 - 5 years,RENT,MEDIUM,other,AVERAGE,AVERAGE,YES,NEVER,MANY,NO,MEDIUM,NO
6755,HIGH,< 2 years,RENT,MEDIUM,small_business,AVERAGE,AVERAGE,NO,IN PAST 2 YEARS,FEW,NO,MEDIUM,NO
6756,MEDIUM,6 - 9 years,OWN,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,FEW,YES,MEDIUM,YES
6757,LOW,2 - 5 years,MORTGAGE,MEDIUM,debt_consolidation,HIGH,AVERAGE,NO MORE THAN 2 YEARS AGO,AVERAGE,NO,MEDIUM,NO
6769,MEDIUM,< 2 years,RENT,HIGH,debt_consolidation,AVERAGE,AVERAGE,NO MORE THAN 2 YEARS AGO,AVERAGE,NO,HIGH,NO
6770,LOW,2 - 5 years,RENT,LOW,debt_consolidation,HIGH,LOW,YES,NEVER,AVERAGE,NO,MEDIUM,NO
6772,LOW,2 - 5 years,MORTGAGE,MEDIUM,other,AVERAGE,AVERAGE,YES,IN PAST 2 YEARS,FEW,NO,LOW,NO
6773,MEDIUM,2 - 5 years,RENT,LOW,small_business,HIGH,AVERAGE,NO MORE THAN 2 YEARS AGO,AVERAGE,NO,MEDIUM,NO
6775,LOW,< 2 years,MORTGAGE,HIGH,other,HIGH,AVERAGE,NO MORE THAN 2 YEARS AGO,AVERAGE,NO,MEDIUM,NO
6780,MEDIUM,< 2 years,MORTGAGE,MEDIUM,medical,HIGH,AVERAGE,NO,IN PAST 2 YEARS,MANY,NO,LOW,NO
6785,MEDIUM,6 - 9 years,MORTGAGE,MEDIUM,debt_consolidation,HIGH,AVERAGE,NO MORE THAN 2 YEARS AGO,AVERAGE,NO,LOW,NO
6786,LOW,< 2 years,RENT,LOW,debt_consolidation,AVERAGE,LOW,YES,NEVER,FEW,NO,HIGH,NO
6790,MEDIUM,2 - 5 years,RENT,LOW,medical,AVERAGE,AVERAGE,YES MORE THAN 2 YEARS AGO,FEW,NO,HIGH,NO
6792,LOW,< 2 years,RENT,MEDIUM,wedding,AVERAGE,LOW,NO,IN PAST 2 YEARS,FEW,NO,MEDIUM,NO
6793,MEDIUM,6 - 9 years,RENT,HIGH,house,LOW,HIGH,NO,NEVER,MANY,NO,LOW,NO
6794,MEDIUM,10+ years,RENT,HIGH,other,LOW,AVERAGE,NO MORE THAN 2 YEARS AGO,AVERAGE,NO,LOW,NO
6804,LOW,2 - 5 years,MORTGAGE,HIGH,debt_consolidation,AVERAGE,LOW,YES,NEVER,MANY,NO,HIGH,NO
6806,MEDIUM,2 - 5 years,RENT,LOW,debt_consolidation,HIGH,AVERAGE,YES MORE THAN 2 YEARS AGO,AVERAGE,NO,MEDIUM,NO
6811,HIGH,unemployed,MORTGAGE,MEDIUM,debt_consolidation,LOW,HIGH,YES,NEVER,FEW,NO,MEDIUM,NO
6819,MEDIUM,10+ years,MORTGAGE,HIGH,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,FEW,YES,HIGH,YES
6825,LOW,6 - 9 years,MORTGAGE,MEDIUM,medical,LOW,AVERAGE,NO,IN PAST 2 YEARS,MANY,NO,MEDIUM,NO
6826,MEDIUM,< 2 years,MORTGAGE,HIGH,credit_card,AVERAGE,AVERAGE,YES,NEVER,MANY,YES,MEDIUM,YES
6827,MEDIUM,2 - 5 years,RENT,LOW,debt_consolidation,HIGH,AVERAGE,YES,IN PAST 2 YEARS,AVERAGE,NO,HIGH,NO
6829,HIGH,2 - 5 years,MORTGAGE,MEDIUM,credit_card,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,HIGH,NO
6830,HIGH,< 2 years,MORTGAGE,MEDIUM,debt_consolidation,HIGH,LOW,YES,NEVER,MANY,YES,MEDIUM,YES
6832,HIGH,2 - 5 years,MORTGAGE,HIGH,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,FEW,NO,MEDIUM,NO
6834,HIGH,2 - 5 years,MORTGAGE,MEDIUM,debt_consolidation,HIGH,HIGH,NO,NEVER,MANY,NO,MEDIUM,NO
6836,LOW,< 2 years,RENT,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,FEW,NO,MEDIUM,NO
6852,MEDIUM,< 2 years,MORTGAGE,MEDIUM,home_improvement,AVERAGE,LOW,YES MORE THAN 2 YEARS AGO,FEW,NO,LOW,NO
6855,LOW,unemployed,RENT,LOW,debt_consolidation,HIGH,HIGH,YES,NEVER,AVERAGE,NO,MEDIUM,NO
6856,HIGH,6 - 9 years,MORTGAGE,HIGH,debt_consolidation,AVERAGE,HIGH,NO,NEVER,AVERAGE,NO,MEDIUM,NO
6858,HIGH,< 2 years,RENT,HIGH,credit_card,AVERAGE,HIGH,NO,NEVER,FEW,NO,LOW,NO
6859,LOW,6 - 9 years,MORTGAGE,HIGH,home_improvement,AVERAGE,AVERAGE,YES MORE THAN 2 YEARS AGO,MANY,NO,MEDIUM,NO
6862,HIGH,10+ years,RENT,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,FEW,NO,HIGH,NO
6864,HIGH,6 - 9 years,RENT,LOW,debt_consolidation,HIGH,AVERAGE,YES,NEVER,AVERAGE,NO,LOW,NO
6875,MEDIUM,2 - 5 years,RENT,MEDIUM,other,LOW,AVERAGE,NO,NEVER,AVERAGE,NO,MEDIUM,NO
6878,HIGH,< 2 years,RENT,HIGH,debt_consolidation,HIGH,AVERAGE,YES,NEVER,MANY,NO,HIGH,NO
6882,HIGH,2 - 5 years,MORTGAGE,HIGH,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,MANY,NO,MEDIUM,NO
6883,MEDIUM,10+ years,MORTGAGE,MEDIUM,debt_consolidation,HIGH,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
6885,HIGH,10+ years,MORTGAGE,MEDIUM,home_improvement,AVERAGE,HIGH,YES,NEVER,FEW,NO,MEDIUM,NO
6886,HIGH,10+ years,MORTGAGE,HIGH,debt_consolidation,HIGH,AVERAGE,NO,NEVER,MANY,NO,MEDIUM,NO
6889,MEDIUM,10+ years,RENT,MEDIUM,debt_consolidation,HIGH,AVERAGE,NO,IN PAST 2 YEARS,MANY,NO,MEDIUM,NO
6908,MEDIUM,6 - 9 years,MORTGAGE,HIGH,major_purchase,LOW,HIGH,YES,NEVER,MANY,NO,LOW,NO
6913,MEDIUM,10+ years,RENT,HIGH,other,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,MEDIUM,NO
6921,MEDIUM,< 2 years,RENT,MEDIUM,debt_consolidation,HIGH,AVERAGE,YES,NEVER,AVERAGE,NO,HIGH,NO
6939,LOW,10+ years,MORTGAGE,LOW,debt_consolidation,HIGH,AVERAGE,YES,NEVER,MANY,NO,LOW,NO
6940,LOW,2 - 5 years,RENT,MEDIUM,debt_consolidation,AVERAGE,LOW,NO MORE THAN 2 YEARS AGO,AVERAGE,NO,HIGH,NO
6941,LOW,< 2 years,RENT,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,HIGH,NO
6943,LOW,2 - 5 years,MORTGAGE,LOW,credit_card,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
6945,MEDIUM,unemployed,MORTGAGE,MEDIUM,debt_consolidation,HIGH,LOW,YES,NEVER,AVERAGE,NO,HIGH,NO
6946,HIGH,unemployed,MORTGAGE,HIGH,home_improvement,AVERAGE,HIGH,YES,NEVER,MANY,NO,LOW,NO
6948,HIGH,10+ years,RENT,MEDIUM,debt_consolidation,HIGH,AVERAGE,NO,NEVER,MANY,NO,MEDIUM,NO
6952,HIGH,6 - 9 years,MORTGAGE,HIGH,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,MANY,NO,MEDIUM,NO
6954,MEDIUM,< 2 years,RENT,MEDIUM,credit_card,HIGH,AVERAGE,NO,NEVER,AVERAGE,NO,MEDIUM,NO
